DATE,IP SOURCE,OWNER SOURCE,ID SOURCE,IP TARGET,STATE TARGET,TARGET OWNER,ID TARGET,INTRUSION METHOD,SUCCESS,LOG TRACE,VOTES CHANGED
11/05/2020 05:20:21,989.902.35.6,GU TECHNOLOGY WLS INFRASTRUCTURE STATIC,71:b1:30:3c:40:6b,758.155.338.938,PENNSYLVANIA,MCKEAN COUNTY ELECTION,fe:cb:52:a2:3f:b6,BOTH,Y, ,TRUMP: DOWN 18293
11/04/2020 04:22:54,295.225.442.777,GU HPO-SUITE SERVER RSV,d7:e5:c4:40:d5:7a,199.44.71.6,GEORGIA,FLOYD COUNTY ELECTION,28:f3:32:1a:1a:79,FIREWALL,Y,N,TRUMP: DOWN 42755
11/01/2020 08:07:00,338.215.878.217,MOSCOW JAPAN ADDRESSES SINGNET HPO-SUITE,c2:f5:d2:97:8d:b2,772.393.832.960,MICHIGAN,DICKINSON COUNTY,eb:43:8e:18:70:55,FIREWALL, , ,TRUMP: DOWN 12862
11/03/2020 00:18:55,385.445.791.201,TECH HPO-SUITE AVHJ-OU,ae:6b:91:a2:af:3a,724.99.327.919,NEVADA,ESMERALDA COUNTY ELECTION,a8:a4:a9:21:a0:b8,CREDENTIALS,N,Y,TRUMP: DOWN 45654
11/01/2020 13:33:58,904.108.107.859,718 RU SINGNET RU AVHJ-OU,e1:7d:ca:38:07:e5,760.1.420.591,MICHIGAN,MECOSTA COUNTY ELECTION,a8:6e:e6:d5:43:a2,*,Y, ,TRUMP: DOWN 23453
11/02/2020 05:51:36,208.91.758.303,GMBH DATA WLS,a3:d6:ce:1c:79:3d,636.534.432.878,GEORGIA,DEKALB COUNTY ELECTION,3b:3e:96:c9:1b:49,CREDENTIALS,U, ,TRUMP: DOWN 17066
11/05/2020 17:48:55,137.744.885.213,BG AVHJ-OU MOSCOW SINGNET,c8:bf:f8:13:41:93,211.391.598.522,PENNSYLVANIA,WASHINGTON COUNTY,70:4f:0c:98:86:fc,BOTH,Y, ,TRUMP: DOWN 14732
11/05/2020 05:06:29,64.901.745.436,ONLINE SWITCHBOARD NETWORK AVHJ-OU,d1:42:12:2d:59:f1,444.993.189.441,ARIZONA,GILA COUNTY,de:04:4f:93:f1:38,FIREWALL,N, ,TRUMP: DOWN 8701
11/05/2020 00:28:23,235.496.562.293,ONLINE ALK-143 AVHJ-OU 718,e7:67:f8:a9:3b:6c,466.753.253.451,NEVADA,HUMBOLDT COUNTY ELECTION,92:16:5e:2a:24:48,FIREWALL,N,N,TRUMP: DOWN 16838
11/04/2020 14:31:13,945.250.886.399,BEIJING IP,01:a4:23:97:86:bf,169.868.52.30,NEVADA,WASHOE COUNTY ELECTION,a5:a2:53:d8:22:b2,FIREWALL, , ,TRUMP: DOWN 47026
11/03/2020 08:19:17,936.564.45.730,COMMERCIAL E-LEARNING CHINA ETHN MOSCOW ALLOYS,d9:8b:2c:fd:67:cc,824.761.244.410,PENNSYLVANIA,WARREN COUNTY,81:af:07:ed:ca:27,FIREWALL, ,Y,TRUMP: DOWN 30257
11/05/2020 00:34:46,545.677.235.860,CELLNAM LKL-21 CELLNAM CHINA NETWORK,05:73:67:27:bd:6b,618.926.420.886,PENNSYLVANIA,MONROE COUNTY,37:26:d7:60:b6:a1,*,N,N,TRUMP: DOWN 24051
11/01/2020 12:13:03,920.289.974.76,SBUH-187 LKL-21 JAPAN,62:cd:43:33:8c:96,189.533.825.742,MICHIGAN,OGEMAW COUNTY,f4:2e:1c:39:09:ec,CREDENTIALS,U,N,TRUMP: DOWN 8713
11/05/2020 09:41:20,24.222.63.381,DATA WLS,40:6c:6a:81:1f:8e,989.666.392.270,PENNSYLVANIA,SUSQUEHANNA COUNTY ELECTION,6b:6c:9a:9d:a4:c2,BOTH, ,N,TRUMP: DOWN 2185
11/05/2020 08:20:41,126.81.768.364,LTD CH NET RCV SWITCHBOARD AVHJ-OU 200,a0:f3:ad:20:11:12,823.340.857.830,ARIZONA,PIMA COUNTY,7e:1a:c0:1e:a6:1a,CREDENTIALS,N,N,TRUMP: DOWN 16799
11/04/2020 12:20:13,980.255.734.117,INFRASTRUCTURE SBUH-187 BEIJING MOSCOW,43:1a:83:3c:36:f3,54.51.362.772,MICHIGAN,ROSCOMMON COUNTY,8c:d6:3b:d8:08:79,CREDENTIALS, ,N,TRUMP: DOWN 43626
11/05/2020 18:05:16,866.486.141.213,718 718 NETW KJBHJD LTD RU MOSCOW,78:01:e6:9c:88:d6,594.565.827.855,GEORGIA,JONES COUNTY,4c:08:08:68:08:cc,CREDENTIALS,N,N,TRUMP: DOWN 10264
11/04/2020 20:33:17,850.144.537.951,LTD TECHNOLOGY CH,3c:9b:a5:ad:ae:3c,264.782.610.2,NEVADA,LYON COUNTY,34:f3:bc:f0:52:20,FIREWALL,U, ,TRUMP: DOWN 32863
11/01/2020 01:37:08,67.457.126.742,CHINA CENTER COMMERCE IP TECHNOLOGY,bb:a9:7b:ae:6a:4c,508.339.284.433,PENNSYLVANIA,MERCER COUNTY ELECTION,73:54:3a:c5:60:74,FIREWALL,Y,Y,TRUMP: DOWN 22000
11/03/2020 15:13:14,298.646.843.591,E-LEARNING LTD SBUH-187 COMMERCE COMMERCE BG GMBH,57:9a:58:81:34:86,515.143.257.403,PENNSYLVANIA,LYCOMING COUNTY ELECTION,b8:56:30:ac:92:a6,FIREWALL,Y,N,TRUMP: DOWN 7118
11/03/2020 05:30:35,618.591.524.259,SBUH-187 POOLS CHINA WUHAN WLS RSV,ec:2f:50:21:4e:f8,536.732.609.124,NEVADA,ELKO COUNTY ELECTION,a4:42:b1:d5:62:bf,BOTH,N, ,TRUMP: DOWN 41706
11/04/2020 11:22:00,608.304.273.193,E-LEARNING LKL-21 TECHNOLOGY CH,92:b4:c9:c9:82:d2,702.806.884.816,MICHIGAN,MIDLAND COUNTY,31:de:29:26:61:47,CREDENTIALS, ,N,TRUMP: DOWN 2668
11/05/2020 06:33:50,181.149.986.503,ALK-143 LTD ALLOYS NETWORK ALK-143 POOLS,4d:cc:f3:48:b3:b2,473.71.961.743,NEVADA,LANDER COUNTY,a6:34:1c:d7:bc:76,BOTH,N, ,TRUMP: DOWN 21603
11/05/2020 14:53:14,985.335.21.959,KJBHJD LTD ALK-143 HPO-SUITE RCV,b6:27:eb:ed:0f:2a,605.260.423.631,MICHIGAN,MACOMB COUNTY,86:38:12:72:65:e3,*,Y,Y,TRUMP: DOWN 21033
11/03/2020 02:15:14,376.897.410.772,SINGNET ALLOYS ONLINE 718,d1:4e:e6:a6:fa:d8,699.146.339.13,ARIZONA,YUMA COUNTY ELECTION,c6:1e:81:f4:d6:95,*, ,Y,TRUMP: DOWN 31510
11/04/2020 19:31:56,737.248.764.166,GMBH COMM MOSCOW HPO-SUITE,ef:7f:c3:f2:ae:6c,360.88.787.574,GEORGIA,BARROW COUNTY ELECTION,b3:c8:bc:a9:99:34,*,Y,Y,TRUMP: DOWN 14027
11/02/2020 03:51:26,798.47.619.938,GB SUITE,cb:93:9b:cf:cf:eb,689.787.98.130,PENNSYLVANIA,CLARION COUNTY,67:26:83:2b:10:58,BOTH, ,N,TRUMP: DOWN 18962
11/04/2020 02:21:30,476.752.561.921,COMMERCIAL SUITE COMMERCIAL,a3:4d:62:c2:2c:fb,213.369.794.650,MICHIGAN,MACOMB COUNTY ELECTION,5c:be:e2:7d:8e:b1,*,U,N,TRUMP: DOWN 28013
11/05/2020 03:25:10,302.29.719.7,GU ADDRESSES ALK-143 POOLS CH NETW,9f:50:9c:9d:0b:2e,112.953.645.930,PENNSYLVANIA,MONTOUR COUNTY,d1:c9:0a:b3:64:68,CREDENTIALS,U, ,TRUMP: DOWN 22777
11/01/2020 18:22:52,780.183.73.362,GU HPO-SUITE,4c:39:e4:6d:29:2c,191.646.35.181,MICHIGAN,MARQUETTE COUNTY,ab:d0:e9:79:28:42,FIREWALL,N,N,TRUMP: DOWN 40091
11/01/2020 23:30:16,196.526.975.605,MOSCOW E-LEARNING GU SBUH-187,05:d7:f2:0a:38:96,924.697.596.533,MICHIGAN,ALLEGAN COUNTY ELECTION,8e:23:6c:a3:3c:ac,CREDENTIALS, ,N,TRUMP: DOWN 43455
11/02/2020 19:17:52,635.690.696.338,INFRASTRUCTURE CN COMMERCE SBUH-187 CH,00:5e:e6:86:78:98,318.475.342.319,NEVADA,DOUGLAS COUNTY ELECTION,2a:fc:e0:c8:eb:c0,FIREWALL,U, ,TRUMP: DOWN 17225
11/05/2020 03:35:52,566.370.581.80,GU COMMERCE GMBH WEB TECHNOLOGY NETWORK,c7:de:b4:7a:53:b2,357.871.653.923,PENNSYLVANIA,JUNIATA COUNTY,c0:5d:21:bc:29:65,FIREWALL,U,N,TRUMP: DOWN 17168
11/04/2020 23:25:59,90.708.940.924,INFORMATION TECHNOLOGY STATIC JAPAN,48:79:83:91:3f:9e,297.23.585.636,PENNSYLVANIA,ALLEGHENY COUNTY ELECTION,fa:6b:a4:e2:cd:89,FIREWALL,U,Y,TRUMP: DOWN 39682
11/05/2020 08:07:52,922.514.529.618,STATIC SWITCHBOARD GMBH WEB NETW,e7:1e:51:cb:56:ac,944.950.602.162,GEORGIA,CRISP COUNTY ELECTION,37:a2:b9:0e:71:11,*,N, ,TRUMP: DOWN 8803
11/02/2020 05:35:26,355.367.764.563,DATA ALLOYS RCV KJBHJD LTD NETW,8a:9b:1f:76:00:ac,679.310.72.96,ARIZONA,YAVAPAI COUNTY,a7:0e:eb:87:c5:f8,FIREWALL,U,Y,TRUMP: DOWN 6875
11/03/2020 20:52:14,612.91.468.811,SWITCHBOARD COMMERCE ONLINE LKL-21 ONLINE,e6:0f:b7:1d:be:47,202.260.272.795,NEVADA,CLARK COUNTY,77:c8:09:fd:ab:0e,FIREWALL, ,Y,TRUMP: DOWN 9198
11/04/2020 13:28:40,211.845.417.280,CH AVHJ-OU CELLNAM 718,ca:9c:ab:95:06:73,778.955.463.28,GEORGIA,HENRY COUNTY,61:bf:38:60:ef:6c,FIREWALL,N, ,TRUMP: DOWN 28310
11/02/2020 04:09:47,380.244.611.454,LKL-21 CH BG,5f:f6:2b:4e:9f:0d,561.31.886.49,PENNSYLVANIA,VENANGO COUNTY ELECTION,a4:bb:6f:0c:51:73,*,N,Y,TRUMP: DOWN 46377
11/04/2020 22:46:48,981.564.774.297,SERVER BEIJING,d4:c2:2d:e8:5b:06,540.336.115.905,ARIZONA,GILA COUNTY,f5:15:7d:62:ce:4b,BOTH,Y, ,TRUMP: DOWN 14459
11/03/2020 04:30:39,388.140.675.391,ADDRESSES WUHAN TECHNOLOGY STATIC TECHNOLOGY,b2:77:b7:1b:4d:46,180.230.814.532,MICHIGAN,LIVINGSTON COUNTY ELECTION,ae:a6:12:8e:1c:02,*,Y,N,TRUMP: DOWN 30286
11/04/2020 03:02:13,644.254.239.435,HPO-SUITE 718 IP E-LEARNING COMMERCE CHINA,77:8d:e1:98:00:f4,929.177.19.919,GEORGIA,HARALSON COUNTY ELECTION,e6:1e:d5:62:85:57,BOTH,Y, ,TRUMP: DOWN 48562
11/01/2020 12:19:37,317.187.838.236,RSV GU E-LEARNING GU ALK-143,ea:d0:db:c5:b7:df,406.234.382.603,NEVADA,NYE COUNTY,91:f2:ff:ca:2d:da,CREDENTIALS,N, ,TRUMP: DOWN 20133
11/02/2020 01:49:19,557.477.727.78,BG NETW SERVER GB,0c:00:93:e6:4e:d6,109.708.652.1,NEVADA,LYON COUNTY ELECTION,5a:7a:99:19:29:6e,*,N,Y,TRUMP: DOWN 4049
11/05/2020 16:32:39,617.584.789.684,HPO-SUITE GB,f0:5b:b6:e3:e9:c4,559.101.263.600,PENNSYLVANIA,SCHUYLKILL COUNTY ELECTION,c1:12:ec:81:1b:49,CREDENTIALS,U, ,TRUMP: DOWN 1859
11/01/2020 23:29:12,185.548.257.972,WLS COMMERCIAL 200 COMMERCE RSV SWITCHBOARD 200,18:90:49:ae:9b:17,177.859.22.302,NEVADA,CHURCHILL COUNTY ELECTION,b7:e3:aa:e8:75:69,*,Y, ,TRUMP: DOWN 29497
11/04/2020 04:46:16,640.454.87.647,LTD LKL-21 718 INFRASTRUCTURE NET CHINA TECH,0c:18:eb:91:b2:a2,576.509.86.452,ARIZONA,PIMA COUNTY ELECTION,7b:df:a4:f7:61:a9,CREDENTIALS,N, ,TRUMP: DOWN 3655
11/02/2020 13:50:46,24.797.368.207,GB 200 718 CHINA COMMERCIAL AVHJ-OU,6b:c9:f8:74:49:cb,69.104.166.409,MICHIGAN,BAY COUNTY,c0:9d:cd:bc:c3:cd,BOTH, ,N,TRUMP: DOWN 27961
11/04/2020 03:24:52,627.250.28.213,MOSCOW COMMERCE SWITCHBOARD E-LEARNING,65:b3:32:b3:aa:67,139.734.316.356,MICHIGAN,GOGEBIC COUNTY ELECTION,9c:2d:89:35:e4:dd,FIREWALL,U,N,TRUMP: DOWN 40502
11/05/2020 22:38:36,178.408.366.652,CN LKL-21 TECHNOLOGY GB,15:01:47:90:63:75,54.301.523.363,MICHIGAN,BAY COUNTY,9f:37:be:63:4d:2e,*,Y,Y,TRUMP: DOWN 21731
11/04/2020 16:49:41,569.535.782.917,IP AVHJ-OU WEB COMMERCIAL,92:91:fd:5f:74:b7,891.910.863.736,NEVADA,WASHOE COUNTY ELECTION,f0:92:99:b6:a7:14,CREDENTIALS,N,N,TRUMP: DOWN 18281
11/03/2020 04:01:44,130.368.729.158,ALLOYS SWITCHBOARD 200 ADDRESSES WUHAN 718,40:49:30:a1:05:7f,759.456.82.437,GEORGIA,TWIGGS COUNTY,f8:da:1d:3f:9b:65,*, , ,TRUMP: DOWN 32412
11/05/2020 16:54:51,291.168.101.615,STATIC INFRASTRUCTURE,3b:ac:19:95:67:07,304.90.572.790,ARIZONA,PINAL COUNTY,97:fc:26:76:d6:6e,*,N, ,TRUMP: DOWN 42420
11/05/2020 18:59:42,295.987.152.107,NETWORK ALLOYS,60:bd:33:b1:22:5e,748.953.105.57,NEVADA,CHURCHILL COUNTY ELECTION,19:cb:1b:03:d3:bd,CREDENTIALS,N,Y,TRUMP: DOWN 40383
11/01/2020 01:28:04,344.716.34.445,DATA NET,bc:da:cd:98:e4:8d,944.503.716.97,GEORGIA,CRISP COUNTY,57:a5:17:0c:9a:a8,CREDENTIALS,Y,Y,TRUMP: DOWN 20638
11/05/2020 06:19:31,579.586.372.139,GMBH COMM SWITCHBOARD IP GB KJBHJD LTD GB,5d:dd:63:5d:22:34,562.29.973.581,GEORGIA,WEBSTER COUNTY ELECTION,24:1b:7b:02:8c:3c,FIREWALL,N, ,TRUMP: DOWN 45506
11/02/2020 12:11:52,56.81.843.191,SINGNET ALK-143 WUHAN E-LEARNING INFORMATION,50:8a:8a:ff:41:97,18.607.298.960,NEVADA,PERSHING COUNTY ELECTION,de:85:d1:1e:bd:07,FIREWALL,U,N,TRUMP: DOWN 41853
11/05/2020 02:29:20,630.509.316.226,RCV COMMERCE NETW TECH SERVER WUHAN LTD,9f:42:dc:ed:95:82,830.912.693.801,MICHIGAN,CHIPPEWA COUNTY,de:97:01:65:28:d8,*,Y,N,TRUMP: DOWN 47926
11/05/2020 09:40:02,74.657.859.719,CELLNAM SWITCHBOARD COMMERCIAL SUITE GU CH RSV,56:cb:26:40:5b:eb,514.40.251.798,NEVADA,PERSHING COUNTY ELECTION,06:5a:c4:a3:5e:a5,*,N, ,TRUMP: DOWN 19386
11/03/2020 20:58:53,860.249.679.358,TECHNOLOGY HPO-SUITE,e1:c5:e0:a9:34:ea,593.620.91.994,GEORGIA,FAYETTE COUNTY,67:ac:91:dc:4b:af,CREDENTIALS,U,Y,TRUMP: DOWN 6598
11/05/2020 16:07:56,9.569.146.264,718 GB GMBH TECHNOLOGY COMMERCE E-LEARNING AVHJ-OU,83:57:43:72:f9:e6,519.140.39.736,GEORGIA,STEWART COUNTY,cf:62:f9:30:ad:6f,BOTH,Y, ,TRUMP: DOWN 19132
11/04/2020 20:49:11,229.482.311.274,MOSCOW SBUH-187 ALK-143 MOSCOW LTD,17:6d:49:02:2d:46,601.583.211.685,MICHIGAN,ALCONA COUNTY,32:8a:bb:76:85:e6,CREDENTIALS,N,Y,TRUMP: DOWN 3732
11/05/2020 23:53:01,826.807.558.357,POOLS NETW ALK-143 COMMERCE COMM NET,d4:3e:9b:8a:ed:50,514.946.871.331,MICHIGAN,EATON COUNTY ELECTION,8e:5a:a0:7a:c8:d2,CREDENTIALS,N,N,TRUMP: DOWN 38138
11/05/2020 08:40:43,888.545.165.425,TECH RU,61:0f:f3:e8:1b:53,780.902.48.94,GEORGIA,LINCOLN COUNTY ELECTION,44:09:94:46:0e:8a,BOTH, , ,TRUMP: DOWN 44964
11/04/2020 12:07:28,748.386.930.26,ONLINE NET,60:cc:c8:72:80:54,973.943.352.457,ARIZONA,NAVAJO COUNTY,37:61:0a:a5:ba:5d,CREDENTIALS,N, ,TRUMP: DOWN 44503
11/03/2020 06:49:00,907.142.224.495,GMBH TECHNOLOGY POOLS SERVER E-LEARNING TECHNOLOGY KJBHJD LTD,a1:b2:ac:c1:60:29,499.652.73.530,NEVADA,NYE COUNTY,f6:ba:8d:cb:9e:81,*,U,Y,TRUMP: DOWN 15433
11/01/2020 10:43:46,52.810.885.715,NETWORK CHINA AVHJ-OU,e2:43:12:ca:be:35,901.466.773.63,GEORGIA,FLOYD COUNTY,af:a5:7a:90:ee:a6,CREDENTIALS,U, ,TRUMP: DOWN 11708
11/05/2020 14:26:22,170.870.866.691,JAPAN TECH SINGNET,2c:96:00:5b:e6:87,93.587.270.262,NEVADA,MINERAL COUNTY ELECTION,bc:92:47:40:db:b4,BOTH,U, ,TRUMP: DOWN 47917
11/02/2020 22:19:46,424.9.391.69,NETW ALLOYS NET COMMERCIAL CHINA ALLOYS NET,76:c8:28:ee:b2:95,675.856.41.321,MICHIGAN,MISSAUKEE COUNTY,cb:55:90:57:a3:18,CREDENTIALS,U, ,TRUMP: DOWN 37861
11/05/2020 07:15:42,930.473.818.63,GMBH BG HPO-SUITE NETLIN,d6:f3:b8:51:3e:fd,452.540.162.579,NEVADA,EUREKA COUNTY ELECTION,c7:7c:3f:47:8c:6d,BOTH,U,Y,TRUMP: DOWN 18271
11/04/2020 03:04:25,396.382.36.309,ONLINE STATIC SBUH-187 SWITCHBOARD WLS COMM,a9:99:1b:02:ff:de,731.19.345.640,NEVADA,WASHOE COUNTY ELECTION,cb:c3:78:ca:69:7f,FIREWALL,U,Y,TRUMP: DOWN 34759
11/04/2020 04:05:31,388.10.443.160,SERVER NETW KJBHJD LTD,3d:4b:9b:eb:14:07,388.395.350.977,NEVADA,LANDER COUNTY ELECTION,f6:a7:af:73:60:02,*, ,N,TRUMP: DOWN 11418
11/01/2020 14:40:40,38.536.75.165,INFRASTRUCTURE ETHN 200 JAPAN LKL-21 SINGNET,09:46:ba:e7:cd:8e,531.388.993.501,GEORGIA,RICHMOND COUNTY ELECTION,e1:29:48:36:7b:f5,CREDENTIALS,Y,Y,TRUMP: DOWN 10470
11/03/2020 16:58:12,991.404.549.462,TECHNOLOGY BEIJING,07:3d:2e:aa:e4:12,269.407.195.804,GEORGIA,CAMDEN COUNTY ELECTION,c0:b6:72:b5:98:c0,FIREWALL, ,N,TRUMP: DOWN 27738
11/01/2020 21:17:36,936.794.7.595,ONLINE INFRASTRUCTURE GMBH IP CHINA CENTER LTD,65:33:2b:48:c3:e1,898.387.237.666,MICHIGAN,SCHOOLCRAFT COUNTY,0d:9a:a6:af:c4:72,BOTH,U,Y,TRUMP: DOWN 31048
11/05/2020 01:08:12,826.319.820.699,COMM GB,a6:c2:70:67:3f:27,140.245.630.702,MICHIGAN,MENOMINEE COUNTY,65:86:a9:12:9a:0a,CREDENTIALS,U, ,TRUMP: DOWN 49534
11/05/2020 12:07:07,263.672.343.516,CHINA POOLS,6a:05:ff:43:6c:57,702.76.335.6,MICHIGAN,LAKE COUNTY,ae:e1:9e:a7:1a:ca,BOTH,U,Y,TRUMP: DOWN 47043
11/02/2020 03:25:03,202.801.293.92,POOLS SUITE RCV,04:28:38:23:22:b3,814.411.896.707,GEORGIA,CLARKE COUNTY,cb:d2:89:8b:57:68,*,N,N,TRUMP: DOWN 2984
11/02/2020 11:05:47,850.131.290.536,CENTER DATA,3f:20:61:9d:e9:b1,103.414.815.696,ARIZONA,APACHE COUNTY ELECTION,a0:85:b8:12:49:a9,BOTH, ,Y,TRUMP: DOWN 40059
11/01/2020 09:10:15,326.49.304.602,RCV GU RSV AVHJ-OU WLS KJBHJD LTD GU,43:27:1d:95:b3:5f,417.868.475.620,ARIZONA,GILA COUNTY,35:b4:45:bd:c1:b9,*,U,N,TRUMP: DOWN 37625
11/04/2020 18:38:07,648.988.115.692,GU JAPAN INFRASTRUCTURE RCV,c9:ea:43:18:86:c7,964.666.913.817,NEVADA,STOREY COUNTY,ad:46:3a:4c:4d:30,BOTH, ,N,TRUMP: DOWN 9253
11/04/2020 20:51:28,55.396.958.235,WLS CN COMM,4d:7b:a2:5c:1d:04,787.34.472.284,GEORGIA,UPSON COUNTY ELECTION,ac:3c:11:c7:a7:e0,FIREWALL, ,N,TRUMP: DOWN 23451
11/04/2020 15:55:32,940.495.244.266,COMMERCE E-LEARNING WEB,92:32:28:dd:3d:8c,527.434.970.46,NEVADA,ELKO COUNTY,88:73:00:c0:bb:9c,*,N,N,TRUMP: DOWN 7642
11/02/2020 17:13:25,357.940.993.972,CHINA INFRASTRUCTURE CN,0d:d6:60:10:1c:54,402.302.941.948,MICHIGAN,GENESEE COUNTY,c7:e7:8f:16:27:d4,FIREWALL, , ,TRUMP: DOWN 6555
11/04/2020 18:43:12,364.541.385.961,TECHNOLOGY POOLS GU 718,64:7b:3c:10:a5:72,42.488.344.790,MICHIGAN,EATON COUNTY,2f:0e:1a:a2:73:fd,BOTH,Y,N,TRUMP: DOWN 23917
11/01/2020 04:36:16,552.920.783.543,CENTER E-LEARNING,f5:67:92:da:2f:89,679.480.9.512,ARIZONA,APACHE COUNTY ELECTION,4a:4d:04:2a:62:b6,BOTH,N,N,TRUMP: DOWN 4995
11/03/2020 13:05:55,828.209.842.481,CN AVHJ-OU CELLNAM CHINA SUITE KJBHJD LTD,6f:1b:ee:13:51:f4,14.181.623.969,MICHIGAN,ONTONAGON COUNTY ELECTION,83:7d:70:25:fc:08,*,U, ,TRUMP: DOWN 31372
11/05/2020 18:25:12,652.121.594.911,RCV SINGNET,58:61:b3:4a:c4:82,167.527.426.84,NEVADA,ESMERALDA COUNTY ELECTION,5b:c4:33:e3:4e:1a,CREDENTIALS,Y, ,TRUMP: DOWN 22146
11/05/2020 09:24:46,271.494.809.403,E-LEARNING RU SUITE TECH 200 CN MOSCOW,65:9a:2b:6b:c3:c8,122.811.250.405,MICHIGAN,EATON COUNTY,53:39:7f:1f:fe:c2,BOTH,U, ,TRUMP: DOWN 12731
11/05/2020 22:13:30,244.150.491.495,JAPAN 200 GB ONLINE 200 WEB,0d:37:7f:14:6b:32,228.422.638.102,NEVADA,ELKO COUNTY ELECTION,a2:1d:e0:13:81:77,*,Y, ,TRUMP: DOWN 35059
11/05/2020 13:13:28,220.821.858.775,NETLIN HPO-SUITE,fd:7b:75:e1:5d:d8,375.369.134.544,MICHIGAN,ALPENA COUNTY ELECTION,54:39:5f:b0:05:ba,CREDENTIALS,N, ,TRUMP: DOWN 8166
11/01/2020 02:47:11,354.424.991.74,POOLS MOSCOW 718 RCV NETWORK INFORMATION,80:ba:f1:de:56:2f,780.462.681.448,PENNSYLVANIA,UNION COUNTY ELECTION,5b:a3:ec:f2:a3:b7,CREDENTIALS, ,Y,TRUMP: DOWN 36394
11/04/2020 05:37:18,866.312.70.183,WUHAN ADDRESSES STATIC E-LEARNING SERVER,33:6c:5f:db:c8:d1,373.685.453.597,GEORGIA,HABERSHAM COUNTY,cf:c1:36:d4:aa:86,*,U, ,TRUMP: DOWN 49347
11/02/2020 17:23:39,865.73.551.135,INFORMATION GB WEB LKL-21 JAPAN,a4:25:ef:b1:9b:c9,301.150.102.203,PENNSYLVANIA,GREENE COUNTY ELECTION,52:95:ca:fb:17:97,BOTH, ,N,TRUMP: DOWN 35954
11/04/2020 20:31:31,70.949.915.527,LKL-21 POOLS LTD,f4:14:d7:8b:cb:41,682.690.293.72,NEVADA,ELKO COUNTY ELECTION,be:07:4e:c3:ec:d3,BOTH,U,Y,TRUMP: DOWN 49069
11/02/2020 15:34:16,548.578.128.9,AVHJ-OU ONLINE LTD CH RSV,5d:ab:c8:44:9c:24,509.661.366.276,PENNSYLVANIA,CUMBERLAND COUNTY,c6:af:ee:56:d6:61,CREDENTIALS,N,Y,TRUMP: DOWN 27810
11/03/2020 22:27:16,602.86.501.416,SBUH-187 KJBHJD LTD SWITCHBOARD SINGNET DATA GMBH,0b:e4:92:c8:fa:83,415.258.569.175,GEORGIA,BLECKLEY COUNTY,42:15:75:f9:84:36,*,Y,Y,TRUMP: DOWN 29844
11/05/2020 08:32:51,787.72.662.454,RSV ALK-143,7e:09:cc:c7:f6:dc,611.730.358.864,MICHIGAN,SHIAWASSEE COUNTY ELECTION,be:1d:3f:c6:b6:af,*,U, ,TRUMP: DOWN 29991
11/04/2020 00:31:56,57.673.215.378,INFRASTRUCTURE 200 IP INFORMATION WEB,b9:36:93:96:84:2e,699.895.163.233,ARIZONA,SANTA CRUZ COUNTY,9c:6d:09:be:a3:fa,BOTH,Y, ,TRUMP: DOWN 4845
11/04/2020 01:26:38,195.833.439.530,NET CENTER TECHNOLOGY SUITE GMBH STATIC,02:28:e4:29:b8:4b,969.463.200.550,ARIZONA,YAVAPAI COUNTY,3e:09:1d:5f:73:72,FIREWALL,N,N,TRUMP: DOWN 8400
11/03/2020 19:57:45,160.31.349.569,ALK-143 200 COMMERCE GMBH SINGNET ONLINE BG,02:87:1b:74:f2:66,275.967.693.343,GEORGIA,CATOOSA COUNTY ELECTION,d9:8d:12:c3:09:0a,FIREWALL,Y, ,TRUMP: DOWN 26134
11/04/2020 17:45:48,294.622.431.478,NET GMBH RU NET HPO-SUITE NET POOLS,5a:47:0a:b6:75:4f,568.854.576.618,ARIZONA,YAVAPAI COUNTY,d6:2a:9b:a7:ee:33,*,Y, ,TRUMP: DOWN 2315
11/01/2020 17:32:07,585.27.323.468,WUHAN JAPAN LTD,02:56:ff:83:79:7a,471.645.706.218,PENNSYLVANIA,MCKEAN COUNTY ELECTION,74:8f:47:a0:e8:7d,BOTH,Y,Y,TRUMP: DOWN 6576
11/01/2020 20:25:23,360.238.147.413,WLS WLS POOLS AVHJ-OU WLS SWITCHBOARD CH,72:6b:19:60:78:0c,571.674.380.923,GEORGIA,FORSYTH COUNTY ELECTION,6e:cb:ed:f2:79:6c,*,N,Y,TRUMP: DOWN 25855
11/02/2020 05:07:03,982.688.508.470,NET BG LTD BG INFORMATION CHINA,94:e1:c8:cd:6c:5e,810.402.124.548,ARIZONA,YAVAPAI COUNTY ELECTION,a7:b9:a3:a6:96:d5,CREDENTIALS,N,N,TRUMP: DOWN 43613
11/02/2020 13:36:33,734.801.247.41,TECHNOLOGY GMBH IP JAPAN JAPAN,29:aa:18:34:24:8e,160.532.222.687,GEORGIA,PIERCE COUNTY,0c:c7:2d:a6:1f:9e,BOTH, ,N,TRUMP: DOWN 42296
11/04/2020 04:29:59,737.714.818.937,RCV 200 HPO-SUITE ALLOYS WLS COMMERCE,ff:6e:f6:c8:f8:a2,790.197.231.226,PENNSYLVANIA,JUNIATA COUNTY ELECTION,f4:8d:7c:1a:70:02,*,N, ,TRUMP: DOWN 11096
